,Wfgm,Wfga,WfgRatio,Wfgm3,Wfga3,Wfg3Ratio,Wftm,Wfta,WftRatio,Wor,Wdr,Wast,Wto,Wstl,Wblk
1108,24,47,51,3,10,30,16,25,64,4,22,6,16,14,1
1108,19,40,48,5,11,45,14,26,54,3,30,10,15,0,5
1108,23,50,46,3,8,38,15,22,68,13,30,8,15,5,7
1108,23,51,45,5,17,29,13,20,65,11,18,12,13,3,0
1108,21,49,43,1,14,7,25,37,68,10,24,7,12,6,4
1108,26,56,46,4,16,25,16,25,64,11,21,8,15,12,1
1108,31,54,57,8,18,44,17,23,74,4,29,12,5,5,3
1108,29,54,54,10,20,50,23,31,74,7,24,10,15,4,2
1108,27,58,47,3,15,20,9,16,56,15,21,13,9,10,6
1108,26,49,53,6,16,38,15,22,68,9,23,12,18,4,4
1108,23,55,42,8,22,36,15,26,58,12,22,6,16,9,4
1108,30,68,44,3,21,14,30,43,70,16,33,4,21,8,2
1108,22,46,48,4,12,33,25,36,69,13,21,8,15,7,8
1108,22,60,37,5,17,29,14,18,78,15,21,5,13,4,1
1108,23,51,45,8,15,53,23,27,85,9,23,11,12,3,5
1108,24,51,47,7,18,39,17,20,85,10,26,10,14,4,3
1108,19,38,50,5,14,36,23,31,74,4,26,11,13,4,3
1108,27,62,44,12,32,38,6,11,55,16,26,12,16,5,5
1108,24,44,55,11,20,55,20,31,65,7,28,18,11,6,8
1108,22,42,52,7,16,44,11,16,69,6,24,9,9,4,3
1108,24,64,38,5,26,19,17,22,77,19,21,9,13,6,6
1108,26,51,51,7,16,44,22,25,88,14,33,13,20,4,7
1110,21,40,53,6,11,55,13,16,81,6,21,10,20,5,2
1110,18,36,50,6,12,50,20,25,80,8,26,13,23,7,3
1110,20,35,57,7,15,47,14,19,74,4,21,16,13,4,5
1110,26,62,42,10,25,40,11,15,73,6,29,16,15,6,3
1110,21,50,42,6,18,33,15,19,79,13,23,12,10,3,4
1110,25,55,45,3,12,25,19,25,76,9,32,11,7,1,3
1110,23,51,45,10,26,38,16,24,67,13,31,17,11,3,3
1110,23,44,52,6,12,50,16,17,94,4,27,11,12,1,2
1110,21,45,47,7,17,41,21,26,81,9,28,14,8,2,2
1110,26,59,44,8,19,42,4,10,40,7,30,16,8,1,3
1110,20,55,36,4,20,20,19,41,46,16,30,14,18,10,4
1110,28,52,54,8,17,47,11,13,85,12,30,17,11,5,2
1110,31,55,56,8,23,35,6,10,60,9,21,22,16,10,5
1110,24,43,56,8,17,47,15,19,79,4,27,13,16,4,1
1110,21,39,54,3,9,33,22,33,67,4,30,14,13,4,6
1110,27,52,52,4,14,29,11,11,100,6,28,21,12,6,6
1110,25,45,56,4,8,50,11,18,61,7,28,21,17,5,4
1110,25,40,63,5,11,45,14,18,78,8,18,12,15,5,2
1110,26,57,46,8,20,40,5,10,50,11,25,21,9,5,5
1110,23,51,45,6,26,23,14,19,74,12,20,18,14,6,2
1110,30,42,71,11,14,79,15,20,75,4,27,22,18,4,2
1110,28,51,55,10,20,50,18,21,86,8,23,16,12,5,5
1110,21,39,54,8,19,42,24,31,77,7,28,16,12,5,6
1110,24,50,48,2,7,29,13,16,81,9,15,14,7,6,2
1110,22,45,49,5,13,38,15,18,83,5,22,15,17,14,4
1110,21,42,50,5,12,42,11,15,73,4,28,15,16,11,2
1110,21,43,49,10,24,42,12,15,80,6,25,15,18,5,5
1110,21,44,48,3,11,27,14,20,70,5,29,17,14,8,3
1110,20,45,44,7,15,47,10,14,71,6,22,15,7,7,2
1110,19,34,56,4,9,44,13,16,81,2,29,11,17,3,3
1110,17,40,43,8,19,42,7,10,70,6,24,10,16,3,2
1110,22,45,49,11,21,52,8,10,80,6,19,12,10,10,3
1110,17,40,43,5,14,36,12,20,60,7,19,11,17,7,1
1110,24,48,50,11,26,42,5,7,71,7,18,16,12,6,4
1110,23,46,50,5,11,45,15,21,71,8,26,10,9,6,4
1110,23,46,50,6,15,40,16,23,70,2,18,17,15,11,4
1110,21,46,46,3,16,19,1,4,25,6,21,9,8,6,1
1110,15,33,45,2,12,17,21,33,64,3,23,10,13,5,1
1110,25,53,47,8,19,42,13,19,68,8,25,11,12,4,2
1110,21,48,44,9,23,39,11,17,65,7,17,11,8,6,2
1110,30,50,60,7,16,44,11,14,79,2,21,14,9,7,1
1110,20,43,47,10,17,59,7,9,78,5,16,13,9,5,0
1110,21,35,60,3,9,33,19,23,83,2,20,14,12,7,2
1110,27,48,56,13,24,54,21,30,70,10,21,16,13,7,2
1110,22,39,56,7,14,50,17,23,74,5,19,17,9,8,2
1110,24,51,47,8,22,36,12,17,71,4,21,19,7,10,2
1110,26,42,62,7,12,58,14,22,64,3,18,14,7,8,4
1110,25,53,47,9,25,36,9,17,53,5,27,6,6,8,4
1110,23,53,43,10,28,36,4,6,67,7,20,14,9,9,2
1110,27,50,54,9,22,41,18,19,95,7,13,11,10,5,2
1110,20,47,43,9,23,39,14,15,93,9,22,13,15,6,2
1110,16,36,44,8,18,44,14,21,67,2,20,10,14,6,1
1110,19,45,42,5,18,28,15,18,83,5,27,15,10,6,2
1110,22,40,55,6,13,46,19,25,76,3,30,12,13,7,1
1110,21,51,41,8,20,40,10,17,59,10,29,10,11,4,3
1110,20,44,45,6,17,35,25,34,74,6,28,13,16,5,3
1110,23,43,53,9,18,50,17,27,63,4,24,13,14,6,0
1110,22,46,48,6,13,46,17,27,63,7,23,11,7,4,8
1110,24,50,48,6,19,32,15,19,79,6,26,12,9,6,0
1111,26,47,55,6,11,55,23,30,77,10,15,15,11,5,3
1111,23,53,43,9,22,41,23,30,77,11,23,10,10,9,3
1111,20,57,35,3,18,17,7,9,78,9,23,8,9,5,5
1111,27,55,49,10,20,50,16,23,70,8,24,14,13,8,1
1111,25,57,44,5,15,33,28,34,82,11,24,9,9,5,5
1111,25,58,43,6,18,33,8,16,50,13,29,11,17,7,2
1111,27,51,53,7,14,50,13,20,65,7,21,13,15,14,4
1111,29,56,52,4,13,31,29,43,67,12,31,10,15,6,5
1111,24,51,47,5,11,45,19,25,76,8,27,10,12,4,2
1111,27,56,48,7,23,30,15,24,63,16,28,16,16,5,4
1111,25,59,42,6,17,35,14,23,61,17,19,14,13,9,6
1111,27,56,48,12,26,46,20,27,74,10,26,19,12,10,7
1111,31,57,54,8,21,38,4,7,57,6,22,18,13,7,2
1111,27,56,48,10,20,50,17,28,61,12,31,21,13,4,1
1111,34,61,56,7,14,50,5,8,63,8,23,15,7,5,4
1111,18,47,38,6,19,32,12,15,80,9,27,13,10,4,3
1111,24,48,50,5,12,42,21,37,57,11,28,13,13,6,5
1111,21,55,38,2,8,25,19,33,58,13,27,8,15,9,4
1111,24,58,41,6,19,32,11,18,61,19,23,11,18,3,3
1111,23,52,44,5,14,36,31,38,82,9,27,8,12,6,3
1111,19,43,44,9,20,45,20,30,67,8,24,8,15,5,3
1111,29,64,45,6,17,35,10,19,53,16,23,7,11,5,1
1111,22,60,37,12,29,41,18,24,75,17,19,16,7,5,1
1111,23,60,38,11,26,42,12,18,67,15,24,17,15,5,1
1111,25,61,41,8,24,33,6,9,67,13,28,14,13,3,3
1111,22,54,41,7,17,41,13,19,68,13,25,8,12,6,5
1111,23,51,45,8,19,42,11,20,55,10,31,15,15,5,1
1111,24,49,49,8,22,36,10,14,71,9,26,15,9,6,4
1111,24,53,45,9,23,39,10,13,77,7,24,14,13,6,1
1111,23,51,45,9,26,35,17,22,77,9,22,14,13,8,4
1111,24,65,37,8,23,35,20,30,67,20,34,16,12,3,5
1111,18,40,45,8,17,47,29,36,81,8,26,9,17,3,6
1111,27,56,48,9,27,33,13,16,81,12,31,15,15,5,5
1111,29,69,42,12,30,40,16,24,67,19,33,13,16,3,5
1111,23,53,43,12,26,46,18,21,86,10,29,18,22,3,6
1111,25,52,48,8,14,57,17,23,74,9,31,12,22,2,3
1111,24,54,44,12,22,55,18,28,64,11,29,12,12,3,4
1111,22,56,39,8,24,33,17,21,81,13,27,12,13,4,3
1111,27,62,44,6,20,30,20,31,65,12,24,16,11,5,5
1112,27,60,45,11,32,34,17,22,77,11,20,25,8,6,7
1112,22,45,49,9,18,50,19,23,83,13,22,14,19,6,3
1112,30,56,54,9,19,47,25,35,71,13,28,17,14,10,6
1112,30,52,58,12,21,57,21,28,75,8,31,22,11,8,5
1112,30,53,57,8,22,36,17,21,81,10,31,13,15,9,3
1112,19,42,45,6,20,30,19,28,68,13,21,16,27,10,2
1112,22,62,35,5,16,31,17,20,85,20,24,10,11,13,4
1112,20,44,45,7,20,35,18,21,86,4,18,12,10,8,3
1112,34,59,58,8,16,50,13,18,72,8,29,20,17,12,8
1112,25,59,42,9,26,35,14,17,82,13,33,15,18,5,3
1112,25,52,48,8,18,44,11,17,65,13,33,11,16,6,0
1112,22,59,37,5,20,25,19,27,70,13,19,10,8,1,3
1112,28,65,43,8,23,35,28,36,78,15,29,12,13,8,1
1112,21,58,36,7,22,32,11,12,92,18,20,9,9,5,4
1112,28,59,47,10,25,40,14,21,67,12,31,14,16,8,9
1112,25,54,46,5,16,31,16,19,84,8,25,12,9,8,1
1112,25,61,41,7,22,32,17,27,63,11,34,14,11,6,5
1112,20,57,35,3,18,17,14,19,74,14,22,7,17,5,6
1112,27,57,47,11,30,37,14,16,88,7,22,13,9,5,4
1112,25,54,46,6,20,30,17,25,68,11,26,13,11,6,2
1112,25,53,47,6,22,27,12,19,63,11,23,15,12,10,4
1112,24,51,47,6,15,40,16,23,70,10,33,14,12,4,8
1112,25,45,56,11,22,50,12,18,67,7,23,19,11,5,3
1112,24,54,44,8,23,35,17,21,81,13,22,11,12,10,1
1112,28,62,45,9,27,33,14,16,88,12,19,16,10,7,7
1112,24,42,57,5,11,45,20,36,56,10,24,12,11,4,7
1112,34,58,59,7,17,41,16,24,67,11,34,22,11,6,5
1112,25,56,45,3,13,23,16,22,73,13,26,13,11,5,6
1112,37,68,54,10,19,53,16,26,62,20,35,19,5,6,8
1112,33,57,58,7,16,44,14,20,70,8,30,19,14,5,8
1112,20,53,38,3,13,23,23,30,77,13,33,8,14,2,5
1112,23,47,49,5,14,36,21,26,81,8,28,18,16,6,8
1112,25,50,50,10,22,45,19,33,58,17,26,16,15,4,2
1112,28,67,42,3,16,19,4,8,50,18,23,16,14,7,1
1112,29,56,52,4,10,40,12,19,63,16,22,16,13,5,7
1112,27,61,44,4,10,40,14,15,93,17,20,14,9,5,2
1112,22,48,46,3,11,27,22,37,59,9,30,13,8,6,3
1112,26,54,48,7,13,54,18,24,75,12,19,16,5,9,3
1112,20,45,44,4,14,29,16,24,67,13,29,13,11,6,6
1112,24,57,42,2,9,22,21,26,81,14,24,15,11,10,4
1112,28,52,54,6,18,33,17,26,65,11,26,18,17,4,2
1112,27,58,47,8,20,40,11,16,69,12,18,17,8,10,4
1112,34,61,56,8,15,53,15,28,54,10,29,21,11,5,6
1112,29,59,49,3,15,20,8,14,57,11,21,16,7,8,5
1112,24,60,40,3,14,21,14,23,61,20,20,10,11,3,3
1112,18,50,36,6,14,43,18,29,62,6,30,12,8,4,4
1112,22,55,40,4,16,25,19,35,54,15,20,15,7,3,3
1112,29,58,50,3,12,25,15,23,65,15,24,15,8,7,1
1112,24,56,43,5,12,42,14,19,74,11,20,12,13,7,6
1112,35,58,60,8,17,47,10,19,53,7,31,24,6,8,3
1112,32,63,51,6,16,38,17,22,77,15,27,18,9,5,4
1112,26,59,44,6,14,43,21,29,72,13,27,15,8,4,6
1112,24,57,42,7,19,37,19,30,63,12,22,15,8,8,2
1112,27,51,53,7,18,39,10,14,71,9,30,13,8,5,3
1112,23,49,47,6,17,35,11,16,69,13,28,16,12,7,5
1112,31,54,57,4,16,25,12,25,48,7,28,17,8,11,5
1112,28,52,54,8,18,44,22,35,63,10,25,17,18,11,2
1112,19,48,40,4,14,29,29,34,85,13,27,11,13,11,5
1112,24,53,45,5,16,31,19,25,76,7,25,14,6,10,1
1112,24,45,53,4,10,40,20,28,71,8,22,12,12,4,4
1112,19,52,37,3,8,38,20,24,83,13,21,10,11,7,7
1112,36,64,56,10,17,59,9,18,50,12,31,23,8,8,2
1112,23,52,44,6,17,35,14,22,64,7,24,13,13,7,1
1112,31,52,60,6,20,30,19,32,59,10,30,16,15,9,8
1112,32,55,58,6,17,35,10,20,50,9,31,19,11,5,3
1112,33,60,55,7,16,44,28,43,65,15,35,21,11,8,3
1112,20,44,45,5,11,45,15,26,58,9,25,10,17,10,2
1112,26,51,51,5,10,50,16,19,84,8,25,14,15,5,3
1112,27,56,48,2,11,18,24,30,80,10,30,9,12,7,2
1112,23,55,42,7,18,39,15,19,79,13,28,16,8,4,3
1112,26,53,49,1,7,14,16,24,67,17,23,11,10,4,4
1112,30,54,56,5,12,42,24,36,67,7,18,10,10,6,3
1112,24,49,49,2,5,40,23,26,88,7,24,9,14,6,1
1112,35,59,59,6,15,40,14,17,82,9,25,16,10,7,2
1112,20,49,41,4,12,33,13,16,81,12,25,11,16,12,5
1112,31,59,53,4,13,31,20,26,77,9,28,18,8,9,5
1112,36,63,57,4,14,29,10,20,50,12,32,11,11,7,4
1112,31,65,48,7,19,37,18,26,69,22,28,19,15,7,5
1112,18,53,34,3,13,23,18,25,72,14,26,11,10,6,3
1112,27,51,53,5,10,50,23,25,92,9,29,14,11,6,3
1112,17,51,33,2,12,17,27,37,73,16,28,7,8,3,7
1112,38,67,57,4,11,36,19,32,59,10,32,23,6,9,6
1112,29,54,54,8,17,47,25,32,78,9,28,20,13,7,2
1112,26,55,47,6,11,55,15,17,88,5,32,11,10,8,6
1112,22,55,40,7,21,33,19,27,70,15,24,17,9,6,5
1112,30,55,55,7,19,37,13,20,65,12,25,17,10,7,1
1112,24,61,39,6,20,30,25,32,78,17,34,12,14,4,6
1112,25,46,54,5,14,36,35,52,67,9,34,18,11,6,0
1112,32,59,54,10,21,48,14,17,82,10,29,17,13,4,6
1112,22,60,37,5,22,23,12,24,50,16,23,13,6,11,2
1112,29,69,42,3,22,14,14,20,70,17,27,19,17,3,1
1112,25,51,49,2,8,25,16,23,70,6,28,9,17,11,6
1112,27,65,42,5,15,33,9,19,47,12,28,8,9,8,2
1112,30,57,53,8,21,38,17,28,61,12,22,17,13,3,3
1112,31,55,56,7,17,41,19,25,76,9,35,20,15,6,4
1112,34,59,58,4,14,29,20,26,77,14,35,17,10,8,7
1112,25,48,52,3,8,38,29,39,74,8,30,16,18,5,6
1112,24,52,46,9,19,47,28,32,88,9,31,15,12,4,5
1112,30,54,56,7,12,58,27,36,75,9,28,15,8,5,5
1112,35,58,60,9,15,60,20,28,71,9,34,24,14,7,3
1112,32,59,54,9,16,56,17,24,71,10,25,18,12,7,5
1112,22,46,48,8,18,44,19,27,70,6,36,15,16,1,7
1112,28,50,56,9,20,45,15,19,79,5,30,20,13,3,2
1112,27,64,42,4,12,33,21,29,72,11,34,11,9,5,6
1112,26,66,39,6,19,32,19,22,86,17,26,8,20,7,5
1112,23,56,41,6,20,30,29,45,64,12,30,11,9,6,3
1112,30,60,50,8,21,38,18,24,75,9,31,17,11,2,5
1112,36,63,57,6,17,35,21,29,72,14,36,19,8,0,8
1112,24,58,41,4,11,36,12,17,71,11,20,7,10,1,6
1112,29,59,49,18,36,50,18,25,72,13,24,24,9,5,1
1112,22,48,46,6,12,50,32,44,73,9,26,8,15,7,11
1113,30,69,43,6,22,27,13,25,52,20,27,16,16,11,11
1113,33,60,55,9,18,50,22,26,85,7,34,21,15,8,11
1113,19,54,35,8,27,30,18,28,64,8,28,12,14,14,11
1113,28,50,56,7,20,35,20,36,56,7,35,14,12,4,5
1113,21,47,45,9,24,38,16,20,80,6,31,17,18,5,9
1113,31,64,48,11,29,38,17,26,65,15,32,21,11,5,7
1113,27,48,56,6,16,38,11,23,48,9,24,18,10,6,6
1113,26,51,51,8,22,36,27,42,64,4,28,16,11,10,13
1113,26,57,46,2,14,14,7,13,54,12,30,16,14,11,9
1113,28,61,46,14,27,52,7,13,54,11,22,19,11,6,5
1113,25,53,47,10,30,33,8,10,80,9,32,17,14,6,10
1113,23,62,37,4,18,22,5,10,50,11,28,11,8,5,4
1113,20,47,43,5,17,29,20,33,61,11,28,12,10,3,13
1113,29,66,44,6,20,30,8,18,44,16,33,12,9,5,4
1113,32,63,51,9,23,39,25,36,69,13,27,20,10,5,5
1113,30,64,47,5,20,25,13,19,68,13,40,19,14,7,10
1113,24,62,39,11,31,35,4,11,36,11,26,13,4,4,6
1113,25,54,46,5,18,28,11,16,69,9,23,11,17,8,5
1113,23,50,46,7,24,29,10,17,59,7,19,8,11,7,3
1113,23,46,50,8,21,38,15,18,83,8,29,18,15,3,7
1113,32,66,48,11,22,50,14,17,82,12,24,15,11,6,3
1113,27,57,47,9,23,39,33,44,75,13,37,15,11,10,6
1113,35,63,56,16,31,52,4,13,31,11,37,26,13,5,7
1113,27,55,49,12,29,41,22,29,76,12,27,19,14,8,10
1113,35,79,44,5,20,25,11,20,55,14,34,18,7,3,9
1113,25,52,48,9,24,38,11,14,79,9,24,21,11,3,7
1113,29,54,54,10,22,45,11,16,69,6,26,16,8,2,9
1113,29,54,54,8,19,42,14,16,88,3,21,9,5,5,2
1113,27,53,51,7,16,44,17,24,71,5,36,14,13,4,12
1113,40,63,63,8,21,38,9,15,60,10,34,19,11,10,8
1113,26,57,46,10,19,53,14,18,78,7,25,20,7,4,7
1113,24,57,42,6,16,38,20,28,71,7,27,15,11,7,9
1113,21,50,42,9,20,45,15,18,83,8,29,12,14,2,5
1113,26,56,46,7,19,37,20,30,67,7,35,11,13,8,4
1113,26,49,53,6,14,43,21,31,68,8,25,15,11,4,5
1113,23,47,49,9,19,47,17,21,81,8,28,13,16,5,4
1113,28,58,48,9,19,47,24,33,73,8,31,17,13,5,1
1113,28,65,43,5,17,29,25,40,63,11,32,18,8,8,8
1113,21,46,46,3,15,20,29,39,74,7,34,12,15,3,10
1113,24,60,40,6,18,33,15,26,58,5,30,9,11,7,9
1113,27,49,55,10,19,53,12,16,75,6,24,18,13,7,2
1113,29,56,52,10,19,53,10,14,71,7,27,20,6,4,5
1113,30,49,61,7,16,44,19,34,56,8,26,17,11,7,4
1113,14,37,38,8,22,36,13,19,68,8,24,13,19,7,4
1113,21,45,47,10,22,45,16,23,70,9,34,15,17,5,5
1113,25,46,54,6,17,35,22,31,71,6,22,11,11,6,3
1113,27,62,44,11,22,50,12,14,86,11,35,19,10,3,5
1113,22,53,42,3,13,23,34,48,71,16,24,9,13,7,2
1113,31,54,57,6,17,35,25,37,68,10,33,21,17,9,1
1113,22,54,41,4,12,33,8,11,73,15,25,11,16,6,1
1113,26,47,55,10,20,50,16,24,67,3,25,20,14,6,3
1113,26,54,48,10,21,48,17,26,65,9,26,12,11,8,3
1113,23,49,47,9,24,38,18,23,78,12,23,13,14,5,3
1113,26,52,50,7,15,47,22,28,79,9,25,12,14,5,3
1113,28,57,49,5,12,42,17,29,59,18,26,11,11,1,1
1113,23,50,46,5,17,29,17,26,65,12,27,16,15,4,2
1113,19,58,33,6,26,23,20,26,77,16,23,9,11,7,3
1113,24,50,48,3,15,20,16,21,76,9,20,8,14,8,3
1113,26,57,46,3,9,33,19,30,63,10,30,15,11,7,7
1113,27,57,47,10,21,48,19,26,73,13,32,19,22,7,5
1113,33,63,52,6,20,30,19,27,70,17,36,15,11,6,4
1113,29,68,43,6,23,26,15,21,71,18,29,10,12,5,0
1113,20,59,34,7,25,28,23,26,88,16,19,10,10,4,2
1113,31,60,52,7,17,41,10,16,63,12,22,21,12,8,0
1113,20,55,36,10,30,33,17,24,71,11,31,14,13,4,6
1113,23,57,40,4,19,21,16,24,67,16,27,8,12,6,1
1113,31,64,48,12,26,46,24,30,80,16,24,20,8,6,6
1113,25,51,49,8,24,33,22,30,73,11,24,15,17,3,1
1113,21,52,40,9,20,45,24,31,77,7,22,7,8,8,6
1113,23,60,38,10,28,36,28,33,85,10,28,15,10,7,6
1113,32,54,59,11,24,46,11,17,65,8,31,24,17,5,2
1113,22,61,36,9,26,35,14,25,56,16,22,8,8,7,3
1113,25,61,41,8,28,29,16,26,62,16,20,12,12,5,0
1113,23,54,43,8,22,36,20,30,67,15,23,14,11,6,0
1114,28,61,46,6,17,35,22,30,73,11,28,16,14,9,4
1114,24,47,51,2,5,40,9,14,64,5,24,13,13,10,3
1114,29,64,45,7,18,39,13,17,76,19,26,16,18,8,7
1114,25,50,50,8,15,53,11,19,58,3,24,17,7,2,7
1114,20,52,38,4,15,27,14,22,64,14,24,13,10,3,3
1114,25,53,47,10,23,43,23,29,79,10,26,17,15,2,4
1114,20,45,44,8,14,57,24,40,60,6,31,11,18,9,4
1114,26,54,48,4,13,31,19,29,66,9,21,15,12,9,1
1114,29,57,51,5,9,56,4,10,40,10,20,18,8,13,6
1114,29,49,59,6,14,43,24,28,86,7,22,21,21,8,3
1114,24,52,46,3,14,21,8,12,67,7,24,11,12,6,4
1114,19,48,40,3,8,38,24,31,77,12,20,8,10,5,7
1114,21,51,41,6,13,46,14,21,67,10,21,7,16,6,3
1114,24,49,49,6,10,60,16,24,67,7,27,10,15,6,2
1114,24,49,49,6,14,43,23,29,79,8,34,15,18,2,6
1114,22,49,45,5,14,36,29,35,83,7,21,12,10,2,2
1114,27,68,40,6,13,46,25,35,71,15,29,5,16,9,6
1114,26,48,54,8,12,67,15,24,63,9,31,13,13,6,2
1114,34,57,60,3,9,33,17,24,71,11,32,23,16,5,2
1114,19,46,41,5,14,36,20,25,80,10,23,6,12,5,2
1114,26,59,44,4,10,40,16,26,62,13,24,13,13,8,9
1114,22,52,42,4,10,40,17,23,74,6,31,13,10,4,4
1114,32,55,58,5,9,56,18,23,78,6,25,8,14,11,5
1114,22,47,47,6,15,40,19,22,86,8,17,8,11,4,5
1114,25,53,47,3,13,23,27,35,77,12,26,11,12,4,6
1114,20,54,37,3,11,27,19,26,73,18,19,8,13,11,6
1114,20,49,41,5,17,29,17,22,77,9,23,18,18,7,2
1114,26,56,46,3,12,25,19,21,90,11,24,16,13,6,3
1114,29,62,47,6,17,35,10,13,77,10,32,16,8,1,2
1114,24,47,51,6,15,40,19,26,73,7,27,17,21,6,5
1114,30,75,40,4,21,19,30,41,73,18,32,10,8,6,2
1114,30,55,55,4,14,29,21,25,84,7,25,15,9,9,3
1114,17,43,40,8,22,36,22,35,63,8,25,9,8,4,10
1114,26,51,51,2,8,25,10,10,100,6,28,13,10,4,2
1114,26,55,47,8,19,42,13,20,65,8,30,15,8,4,2
1114,24,54,44,8,16,50,19,26,73,8,20,11,7,13,0
1114,23,51,45,7,18,39,16,21,76,14,28,11,13,3,3
1114,29,50,58,4,11,36,17,29,59,7,26,13,13,7,0
1114,26,57,46,8,23,35,10,12,83,8,22,17,6,4,4
1114,22,53,42,7,16,44,12,13,92,11,25,10,13,5,0
1114,31,62,50,14,30,47,16,25,64,13,20,20,8,6,3
1114,18,51,35,7,24,29,6,8,75,3,25,9,6,6,3
1114,15,57,26,4,22,18,20,22,91,10,21,10,6,10,4
1114,22,44,50,8,15,53,12,15,80,7,23,12,16,5,1
1114,27,55,49,5,13,38,20,23,87,7,19,15,8,8,1
1114,23,46,50,5,13,38,13,15,87,7,18,12,11,9,7
1114,22,54,41,6,20,30,16,20,80,11,18,12,9,7,3
1114,28,62,45,4,17,24,17,18,94,10,28,14,7,9,3
1114,33,66,50,8,22,36,10,16,63,16,27,20,10,3,8
1114,23,55,42,6,18,33,17,23,74,10,24,13,8,5,3
1114,23,52,44,7,18,39,14,20,70,9,31,11,11,7,5
1114,28,70,40,6,19,32,15,18,83,12,29,16,6,4,2
1114,23,53,43,8,23,35,4,10,40,7,24,10,8,6,3
1114,30,69,43,8,17,47,13,18,72,17,24,12,6,7,4
1114,26,49,53,10,15,67,15,30,50,7,25,13,15,8,5
1114,24,51,47,9,25,36,11,19,58,8,34,10,18,7,3
1114,26,51,51,13,22,59,15,22,68,6,24,17,10,3,4
1114,23,51,45,8,24,33,9,12,75,7,28,13,12,3,2
1114,27,58,47,9,18,50,9,12,75,12,24,17,9,6,2
1114,32,55,58,7,17,41,3,5,60,10,28,23,15,11,4
1114,27,51,53,4,7,57,10,13,77,5,20,10,8,5,3
1114,22,58,38,5,17,29,8,13,62,16,24,8,10,7,4
1114,26,51,51,10,24,42,13,18,72,9,30,13,12,3,3
1114,26,55,47,10,19,53,10,13,77,8,23,16,15,7,2
1114,24,46,52,11,20,55,14,16,88,9,20,16,16,1,2
1114,35,64,55,10,21,48,9,14,64,4,20,20,1,4,0
1114,28,52,54,8,16,50,8,16,50,4,22,18,9,8,2
1114,26,52,50,6,18,33,12,15,80,9,27,10,9,8,2
1115,23,52,44,7,15,47,9,16,56,7,27,14,12,8,4
1115,25,51,49,6,17,35,23,32,72,14,25,16,18,13,0
1115,26,54,48,5,16,31,16,30,53,6,29,19,10,11,3
1115,30,72,42,3,14,21,14,18,78,12,28,20,9,11,2
1115,17,58,29,7,20,35,21,30,70,19,29,10,15,7,2
1115,26,57,46,4,14,29,10,15,67,13,23,19,12,9,2
1115,18,51,35,5,24,21,14,31,45,13,26,13,16,13,4
1115,26,70,37,5,28,18,22,30,73,18,15,11,7,16,6
1115,30,62,48,9,19,47,12,20,60,14,18,22,12,12,5
1115,28,52,54,7,14,50,13,17,76,10,26,10,21,15,2
1115,20,39,51,7,15,47,8,10,80,3,28,14,22,8,5
1115,34,67,51,10,27,37,2,7,29,11,32,28,11,9,8
1115,30,56,54,8,19,42,8,13,62,14,23,15,12,9,4
1115,26,58,45,5,15,33,4,6,67,10,24,18,14,11,5
1115,25,63,40,10,29,34,13,18,72,14,18,19,11,12,9
1115,23,55,42,6,17,35,26,37,70,14,28,10,20,9,5
1115,26,45,58,4,13,31,22,31,71,5,17,6,20,6,1
1115,20,50,40,6,19,32,26,33,79,13,22,10,14,13,0
1115,26,47,55,1,12,8,13,23,57,9,19,18,11,10,1
1115,21,56,38,9,24,38,19,32,59,15,20,15,8,8,3
1115,20,44,45,7,17,41,17,25,68,6,27,11,20,7,0
1115,25,56,45,7,14,50,19,29,66,9,21,13,7,11,1
1115,23,48,48,6,16,38,12,22,55,9,27,6,17,8,1
1115,27,60,45,7,19,37,15,29,52,15,31,10,14,13,4
1115,20,48,42,5,19,26,16,26,62,5,25,11,14,10,2
1115,18,37,49,5,11,45,25,30,83,4,26,9,21,13,4
1115,28,57,49,12,25,48,15,23,65,11,30,13,18,15,2
1115,18,46,39,9,16,56,11,18,61,14,14,10,11,6,6
1115,19,57,33,7,26,27,16,23,70,14,25,8,20,18,0
1115,20,43,47,7,17,41,23,32,72,8,24,7,14,8,6
1115,18,53,34,4,16,25,14,17,82,13,20,7,11,5,2
1115,21,54,39,2,12,17,22,29,76,11,26,11,13,5,4
1115,31,49,63,12,20,60,31,33,94,10,19,21,14,7,5
1115,23,55,42,3,15,20,16,24,67,8,16,13,9,16,3
1115,17,44,39,6,18,33,13,19,68,10,22,13,12,10,3
1115,26,51,51,8,18,44,14,23,61,10,24,13,21,6,12
1115,24,50,48,8,21,38,10,18,56,8,19,13,13,10,4
1115,24,55,44,8,27,30,8,11,73,10,16,15,10,9,4
1115,34,58,59,17,29,59,9,13,69,9,26,12,20,7,2
1115,20,55,36,7,30,23,11,16,69,8,29,12,12,8,6
1115,27,53,51,4,16,25,4,10,40,7,16,12,17,16,3
1115,23,48,48,8,21,38,5,8,63,5,25,8,22,8,3
1115,19,46,41,3,16,19,4,14,29,10,31,10,19,6,11
1115,21,52,40,8,19,42,13,21,62,15,23,6,16,3,5
1115,26,44,59,10,19,53,13,26,50,10,22,11,18,9,4
1115,18,43,42,4,20,20,13,21,62,7,27,11,11,6,6
1115,27,60,45,10,22,45,14,18,78,14,23,12,17,8,6
1116,22,51,43,3,13,23,26,32,81,7,16,16,9,9,8
